"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","1792061","p065","9","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1800717","p065","9","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","1819815","p065","9","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","1824821","p065","9","","","","","","","","","","","","","","",""
"emotion-grid","4","null","1884386","p065","9","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":282.5,""posY"":522.5},{""image_name"":""hamburger.jpg"",""posX"":215,""posY"":463},{""image_name"":""french_fries_1.jpg"",""posX"":215,""posY"":563.5},{""image_name"":""ice_cream_1.jpg"",""posX"":384,""posY"":262},{""image_name"":""cookie.jpg"",""posX"":408.5,""posY"":216}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":215,""posY"":346.5,""timestamp"":1835613},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":215,""posY"":495.5,""timestamp"":1841181},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":215,""posY"":463,""timestamp"":1843092},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":237.5,""posY"":568,""timestamp"":1850071.0000000002},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":215,""posY"":563.5,""timestamp"":1851671},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":215,""posY"":331,""timestamp"":1857683},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":215,""posY"":214,""timestamp"":1861319},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":245,""posY"":235,""timestamp"":1867173},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":215,""posY"":243,""timestamp"":1868432},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":408.5,""posY"":216,""timestamp"":1874277},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":384,""posY"":262,""timestamp"":1875720},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":282.5,""posY"":522.5,""timestamp"":1880907.0000000002}]","1","","",""
"html-button-response","5","2.1.0","1893424","p065","9","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","1904171","p065","9","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","1906850","p065","9","","","","","","","","","","","","","","",""
"emotion-grid","8","null","1962865","p065","9","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":526,""posY"":247.5},{""image_name"":""bread.jpg"",""posX"":529,""posY"":383},{""image_name"":""croissant.jpg"",""posX"":397,""posY"":344},{""image_name"":""chocolate_2.jpg"",""posX"":638,""posY"":573},{""image_name"":""candy.jpg"",""posX"":535.5,""posY"":559}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":496,""posY"":257,""timestamp"":1914778},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":507,""posY"":243.5,""timestamp"":1916120.0000000002},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":520,""posY"":283.5,""timestamp"":1918098},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":527,""posY"":271,""timestamp"":1919289},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":527,""posY"":271,""timestamp"":1921932},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":526,""posY"":247.5,""timestamp"":1924327},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":529,""posY"":383,""timestamp"":1934875},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":397,""posY"":344,""timestamp"":1944480},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":585,""posY"":587.5,""timestamp"":1951034},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":585,""posY"":587.5,""timestamp"":1952270},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":638,""posY"":573,""timestamp"":1952885},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":505,""posY"":558.5,""timestamp"":1957923},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":535.5,""posY"":559,""timestamp"":1960058}]","1","","",""
"html-button-response","9","2.1.0","1975782","p065","9","","","","","","","","","","","","","12915","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","1976847","p065","9","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","1977748","p065","9","","","","","","","","","","","","","899","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","1989637","p065","9","","","","","","","","","","","","","","",""
