"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","30878","P099","7","","","","","","","","","","","","","","",""
"preload","1","2.1.0","37165","P099","7","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","43507","P099","7","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","49361","P099","7","","","","","","","","","","","","","","",""
"emotion-grid","4","null","88175","P099","7","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":1165,""posY"":144},{""image_name"":""hamburger.jpg"",""posX"":215,""posY"":667},{""image_name"":""french_fries_1.jpg"",""posX"":743,""posY"":462.5},{""image_name"":""ice_cream_1.jpg"",""posX"":520,""posY"":237.5},{""image_name"":""cookie.jpg"",""posX"":423.5,""posY"":455.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":1131,""posY"":171.5,""timestamp"":69541},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":1165,""posY"":144,""timestamp"":71825},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":215,""posY"":667,""timestamp"":75385},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":743,""posY"":462.5,""timestamp"":78713.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":520,""posY"":237.5,""timestamp"":81289},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":423.5,""posY"":455.5,""timestamp"":83341.00000000001}]","1","","",""
"html-button-response","5","2.1.0","93409","P099","7","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","102935","P099","7","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","105855","P099","7","","","","","","","","","","","","","","",""
"emotion-grid","8","null","138178","P099","7","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":215,""posY"":662},{""image_name"":""bread.jpg"",""posX"":316.5,""posY"":667},{""image_name"":""croissant.jpg"",""posX"":745,""posY"":353.5},{""image_name"":""chocolate_2.jpg"",""posX"":239,""posY"":162.5},{""image_name"":""candy.jpg"",""posX"":337,""posY"":147}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":215,""posY"":662,""timestamp"":111459},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":1146,""posY"":656,""timestamp"":120205},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":745,""posY"":353.5,""timestamp"":125276},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":316.5,""posY"":667,""timestamp"":128845},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":239,""posY"":162.5,""timestamp"":131646.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":337,""posY"":147,""timestamp"":133797}]","1","","",""
"html-button-response","9","2.1.0","144477","P099","7","","","","","","","","","","","","","6292","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","145743","P099","7","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","147311","P099","7","","","","","","","","","","","","","1566","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","154207","P099","7","","","","","","","","","","","","","","",""
