"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","54229","p068","12","","","","","","","","","","","","","","",""
"preload","1","2.1.0","54432","p068","12","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","75570","p068","12","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","82126","p068","12","","","","","","","","","","","","","","",""
"emotion-grid","4","null","128625","p068","12","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":363.5,""posY"":272.5},{""image_name"":""hamburger.jpg"",""posX"":351,""posY"":304.5},{""image_name"":""french_fries_1.jpg"",""posX"":451.5,""posY"":303},{""image_name"":""ice_cream_1.jpg"",""posX"":685,""posY"":475},{""image_name"":""cookie.jpg"",""posX"":721,""posY"":441.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":554,""posY"":457.5,""timestamp"":92374},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":328.5,""posY"":470.5,""timestamp"":96610},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":215,""posY"":457.5,""timestamp"":98794},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":412.5,""posY"":468,""timestamp"":100987.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":721,""posY"":441.5,""timestamp"":104624},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":363.5,""posY"":272.5,""timestamp"":111694},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":351,""posY"":304.5,""timestamp"":112678},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":451.5,""posY"":303,""timestamp"":114573.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":685,""posY"":475,""timestamp"":119876}]","1","","",""
"html-button-response","5","2.1.0","140577","p068","12","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","149412","p068","12","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","152680","p068","12","","","","","","","","","","","","","","",""
"emotion-grid","8","null","174116","p068","12","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":258,""posY"":360.5},{""image_name"":""bread.jpg"",""posX"":549,""posY"":433},{""image_name"":""croissant.jpg"",""posX"":394,""posY"":638.5},{""image_name"":""chocolate_2.jpg"",""posX"":409,""posY"":441.5},{""image_name"":""candy.jpg"",""posX"":255,""posY"":463.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":258,""posY"":360.5,""timestamp"":156489},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":549,""posY"":433,""timestamp"":161160},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":394,""posY"":638.5,""timestamp"":163319.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":409,""posY"":441.5,""timestamp"":166112},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":255,""posY"":463.5,""timestamp"":168748}]","1","","",""
"html-button-response","9","2.1.0","177963","p068","12","","","","","","","","","","","","","3846","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","185502","p068","12","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","186298","p068","12","","","","","","","","","","","","","796","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","194622","p068","12","","","","","","","","","","","","","","",""
