"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","564201","p058","2","","","","","","","","","","","","","","",""
"preload","1","2.1.0","571947","p058","2","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","584117","p058","2","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","588572","p058","2","","","","","","","","","","","","","","",""
"emotion-grid","4","null","633276","p058","2","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":215,""posY"":135},{""image_name"":""hamburger.jpg"",""posX"":324,""posY"":133},{""image_name"":""french_fries_1.jpg"",""posX"":215,""posY"":667},{""image_name"":""ice_cream_1.jpg"",""posX"":631,""posY"":346.5},{""image_name"":""cookie.jpg"",""posX"":834.5,""posY"":456}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":215,""posY"":135,""timestamp"":598665},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":324,""posY"":133,""timestamp"":601299},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":215,""posY"":643.5,""timestamp"":603392},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":649,""posY"":356.5,""timestamp"":605267},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":862,""posY"":435,""timestamp"":607812},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":859.5,""posY"":445.5,""timestamp"":609694},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":834.5,""posY"":456,""timestamp"":610497},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":275.5,""posY"":184,""timestamp"":619927},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":215,""posY"":667,""timestamp"":623196},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":649,""posY"":356.5,""timestamp"":626823},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":765.5,""posY"":420,""timestamp"":629058},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":631,""posY"":346.5,""timestamp"":630911}]","1","","",""
"html-button-response","5","2.1.0","647856","p058","2","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","653197","p058","2","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","656936","p058","2","","","","","","","","","","","","","","",""
"emotion-grid","8","null","672778","p058","2","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":215,""posY"":133},{""image_name"":""bread.jpg"",""posX"":317.5,""posY"":135.5},{""image_name"":""croissant.jpg"",""posX"":1051.5,""posY"":639},{""image_name"":""chocolate_2.jpg"",""posX"":617.5,""posY"":413.5},{""image_name"":""candy.jpg"",""posX"":733.5,""posY"":405}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":215,""posY"":133,""timestamp"":659269},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":300.5,""posY"":270.5,""timestamp"":661902},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":317.5,""posY"":135.5,""timestamp"":665390},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":1051.5,""posY"":639,""timestamp"":667966},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":617.5,""posY"":413.5,""timestamp"":669324.0000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":733.5,""posY"":405,""timestamp"":671652}]","1","","",""
"html-button-response","9","2.1.0","674201","p058","2","","","","","","","","","","","","","1419","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","680025","p058","2","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","693572","p058","2","","","","","","","","","","","","","13546","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","701789","p058","2","","","","","","","","","","","","","","",""
"emotion-grid","13","null","736872","p058","2","","","","","","p058","main","1","1","[{""image_name"":""pigeon_1.jpg"",""posX"":228.5,""posY"":134.5},{""image_name"":""dolphin_1.jpg"",""posX"":215,""posY"":659.5},{""image_name"":""butterfly_1.jpg"",""posX"":649.5,""posY"":419.5},{""image_name"":""peacock_1.jpg"",""posX"":871.5,""posY"":340},{""image_name"":""sheep_1.jpg"",""posX"":706,""posY"":133},{""image_name"":""lion_1.jpg"",""posX"":823.5,""posY"":667},{""image_name"":""squirrel_1.jpg"",""posX"":1160.5,""posY"":652.5},{""image_name"":""fox_1.jpg"",""posX"":507.5,""posY"":646.5},{""image_name"":""wolf_1.jpg"",""posX"":616,""posY"":639.5},{""image_name"":""fish_1.jpg"",""posX"":354.5,""posY"":431.5},{""image_name"":""ladybug_1.jpg"",""posX"":1165,""posY"":156},{""image_name"":""horse_1.jpg"",""posX"":1140,""posY"":414}]","[{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""pigeon_1.jpg"",""posX"":228.5,""posY"":134.5,""timestamp"":704240},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""dolphin_1.jpg"",""posX"":215,""posY"":659.5,""timestamp"":706490},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""butterfly_1.jpg"",""posX"":649.5,""posY"":419.5,""timestamp"":708425.0000000001},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""peacock_1.jpg"",""posX"":871.5,""posY"":340,""timestamp"":710801},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""sheep_1.jpg"",""posX"":706,""posY"":133,""timestamp"":712611},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""lion_1.jpg"",""posX"":823.5,""posY"":667,""timestamp"":715761},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""squirrel_1.jpg"",""posX"":1160.5,""posY"":652.5,""timestamp"":718440},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""fox_1.jpg"",""posX"":507.5,""posY"":646.5,""timestamp"":720617},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""wolf_1.jpg"",""posX"":616,""posY"":639.5,""timestamp"":722551},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""fish_1.jpg"",""posX"":354.5,""posY"":431.5,""timestamp"":726569},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""ladybug_1.jpg"",""posX"":1165,""posY"":156,""timestamp"":731590},{""participant"":""p058"",""phase"":""main"",""block"":1,""trial"":1,""image"":""horse_1.jpg"",""posX"":1140,""posY"":414,""timestamp"":736085}]","1","","",""
