"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","26025","P108","4","","","","","","","","","","","","","","",""
"preload","1","2.1.0","37456","P108","4","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","51143","P108","4","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","55718","P108","4","","","","","","","","","","","","","","",""
"emotion-grid","4","null","95585","P108","4","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":831,""posY"":328.5},{""image_name"":""hamburger.jpg"",""posX"":1080.5,""posY"":335},{""image_name"":""french_fries_1.jpg"",""posX"":371.5,""posY"":513},{""image_name"":""ice_cream_1.jpg"",""posX"":365,""posY"":294.5},{""image_name"":""cookie.jpg"",""posX"":604,""posY"":395}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":831,""posY"":328.5,""timestamp"":63921},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":1080.5,""posY"":335,""timestamp"":80856.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":371.5,""posY"":513,""timestamp"":84442},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":365,""posY"":294.5,""timestamp"":87652},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":604,""posY"":395,""timestamp"":91963.00000000001}]","1","","",""
"html-button-response","5","2.1.0","98294","P108","4","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","107409","P108","4","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","111866","P108","4","","","","","","","","","","","","","","",""
"emotion-grid","8","null","147158","P108","4","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":528,""posY"":270.5},{""image_name"":""bread.jpg"",""posX"":815,""posY"":268.5},{""image_name"":""croissant.jpg"",""posX"":673,""posY"":269.5},{""image_name"":""chocolate_2.jpg"",""posX"":405.5,""posY"":443},{""image_name"":""candy.jpg"",""posX"":508,""posY"":452}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":528,""posY"":270.5,""timestamp"":115470},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":815,""posY"":268.5,""timestamp"":121132},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":673,""posY"":269.5,""timestamp"":128912},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":405.5,""posY"":443,""timestamp"":131390.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":508,""posY"":452,""timestamp"":133632}]","1","","",""
"html-button-response","9","2.1.0","149059","P108","4","","","","","","","","","","","","","1898","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","154662","P108","4","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","155537","P108","4","","","","","","","","","","","","","873","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","161699","P108","4","","","","","","","","","","","","","","",""
