"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","1453650","p082","2","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1456451","p082","2","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","1491112","p082","2","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","1497888","p082","2","","","","","","","","","","","","","","",""
"emotion-grid","4","null","1535857","p082","2","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":218,""posY"":149},{""image_name"":""hamburger.jpg"",""posX"":321.5,""posY"":140},{""image_name"":""french_fries_1.jpg"",""posX"":222.5,""posY"":261.5},{""image_name"":""ice_cream_1.jpg"",""posX"":427,""posY"":244.5},{""image_name"":""cookie.jpg"",""posX"":526,""posY"":244}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":218,""posY"":149,""timestamp"":1506687.0000000002},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":312.5,""posY"":164.5,""timestamp"":1510271},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":321.5,""posY"":140,""timestamp"":1512440},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":222.5,""posY"":261.5,""timestamp"":1521921},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":452,""posY"":250,""timestamp"":1526806},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":427,""posY"":244.5,""timestamp"":1528440},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":526,""posY"":244,""timestamp"":1534069}]","1","","",""
"html-button-response","5","2.1.0","1540868","p082","2","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","1557259","p082","2","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","1561189","p082","2","","","","","","","","","","","","","","",""
"emotion-grid","8","null","1578389","p082","2","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":220.5,""posY"":179},{""image_name"":""bread.jpg"",""posX"":342.5,""posY"":166.5},{""image_name"":""croissant.jpg"",""posX"":457,""posY"":167.5},{""image_name"":""chocolate_2.jpg"",""posX"":224,""posY"":385},{""image_name"":""candy.jpg"",""posX"":333.5,""posY"":366.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":220.5,""posY"":179,""timestamp"":1564330},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":342.5,""posY"":166.5,""timestamp"":1567624},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":457,""posY"":167.5,""timestamp"":1570767},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":224,""posY"":385,""timestamp"":1574086},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":333.5,""posY"":366.5,""timestamp"":1576505}]","1","","",""
"html-button-response","9","2.1.0","1585999","p082","2","","","","","","","","","","","","","7605","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","1587183","p082","2","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","1588566","p082","2","","","","","","","","","","","","","1381","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","1594005","p082","2","","","","","","","","","","","","","","",""
