"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","35571","p089","9","","","","","","","","","","","","","","",""
"preload","1","2.1.0","37811","p089","9","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","48754","p089","9","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","70410","p089","9","","","","","","","","","","","","","","",""
"emotion-grid","4","null","99004","p089","9","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":215,""posY"":667},{""image_name"":""hamburger.jpg"",""posX"":336.5,""posY"":667},{""image_name"":""french_fries_1.jpg"",""posX"":322.5,""posY"":457.5},{""image_name"":""ice_cream_1.jpg"",""posX"":835.5,""posY"":224.5},{""image_name"":""cookie.jpg"",""posX"":954.5,""posY"":222.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":236,""posY"":644,""timestamp"":74271},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":215,""posY"":667,""timestamp"":76670},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":336.5,""posY"":667,""timestamp"":78755},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":322.5,""posY"":457.5,""timestamp"":88003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":835.5,""posY"":224.5,""timestamp"":90421},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":954.5,""posY"":222.5,""timestamp"":92646}]","1","","",""
"html-button-response","5","2.1.0","108779","p089","9","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","119291","p089","9","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","122007","p089","9","","","","","","","","","","","","","","",""
"emotion-grid","8","null","153915","p089","9","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":226,""posY"":657},{""image_name"":""bread.jpg"",""posX"":352,""posY"":667},{""image_name"":""croissant.jpg"",""posX"":1165,""posY"":136.5},{""image_name"":""chocolate_2.jpg"",""posX"":642.5,""posY"":373},{""image_name"":""candy.jpg"",""posX"":765,""posY"":386}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":226,""posY"":657,""timestamp"":126327},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":352,""posY"":667,""timestamp"":129786},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":1131,""posY"":168,""timestamp"":133656},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":1165,""posY"":136.5,""timestamp"":135733},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":642.5,""posY"":373,""timestamp"":139656},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":770.5,""posY"":388,""timestamp"":143404},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":727.5,""posY"":382,""timestamp"":145673},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":765,""posY"":386,""timestamp"":148508}]","1","","",""
"html-button-response","9","2.1.0","156523","p089","9","","","","","","","","","","","","","2605","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","167624","p089","9","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","169124","p089","9","","","","","","","","","","","","","1499","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","179869","p089","9","","","","","","","","","","","","","","",""
"emotion-grid","13","null","236245","p089","9","","","","","","p089","main","1","1","[{""image_name"":""surprise_4.jpg"",""posX"":253,""posY"":632},{""image_name"":""angry_4.jpg"",""posX"":1154.5,""posY"":412.5},{""image_name"":""happy_4.jpg"",""posX"":215,""posY"":156},{""image_name"":""disgust_4.jpg"",""posX"":646,""posY"":396.5},{""image_name"":""fearful_3.jpg"",""posX"":1165,""posY"":646.5},{""image_name"":""sad_4.jpg"",""posX"":818.5,""posY"":185},{""image_name"":""sad_3.jpg"",""posX"":381,""posY"":381.5},{""image_name"":""angry_3.jpg"",""posX"":1035,""posY"":430.5},{""image_name"":""surprise_3.jpg"",""posX"":383.5,""posY"":626},{""image_name"":""fearful_4.jpg"",""posX"":1060,""posY"":637},{""image_name"":""disgust_3.jpg"",""posX"":715,""posY"":620.5},{""image_name"":""happy_3.jpg"",""posX"":329,""posY"":164}]","[{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""surprise_4.jpg"",""posX"":253,""posY"":632,""timestamp"":183021.00000000003},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""angry_4.jpg"",""posX"":1154.5,""posY"":412.5,""timestamp"":185890.00000000003},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""happy_4.jpg"",""posX"":215,""posY"":156,""timestamp"":188507},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""disgust_4.jpg"",""posX"":646,""posY"":396.5,""timestamp"":190645},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""fearful_3.jpg"",""posX"":1165,""posY"":646.5,""timestamp"":193865},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""sad_4.jpg"",""posX"":818.5,""posY"":185,""timestamp"":199665},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""sad_3.jpg"",""posX"":381,""posY"":381.5,""timestamp"":204877},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""angry_3.jpg"",""posX"":1035,""posY"":430.5,""timestamp"":214207},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""surprise_3.jpg"",""posX"":383.5,""posY"":626,""timestamp"":220128},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""fearful_4.jpg"",""posX"":1060,""posY"":637,""timestamp"":222812},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""disgust_3.jpg"",""posX"":715,""posY"":620.5,""timestamp"":226240},{""participant"":""p089"",""phase"":""main"",""block"":1,""trial"":1,""image"":""happy_3.jpg"",""posX"":329,""posY"":164,""timestamp"":231626}]","1","","",""
