"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","7953","P107","3","","","","","","","","","","","","","","",""
"preload","1","2.1.0","17149","P107","3","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","30833","P107","3","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","37366","P107","3","","","","","","","","","","","","","","",""
"emotion-grid","4","null","77579","P107","3","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":424,""posY"":458.5},{""image_name"":""hamburger.jpg"",""posX"":247,""posY"":151},{""image_name"":""french_fries_1.jpg"",""posX"":371.5,""posY"":635},{""image_name"":""ice_cream_1.jpg"",""posX"":794,""posY"":267.5},{""image_name"":""cookie.jpg"",""posX"":829,""posY"":526.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":215,""posY"":401.5,""timestamp"":48836},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":466.5,""posY"":403.5,""timestamp"":53405},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":424,""posY"":458.5,""timestamp"":56649},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":215,""posY"":400,""timestamp"":59541.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":247,""posY"":151,""timestamp"":61585},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":371.5,""posY"":635,""timestamp"":66063},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":794,""posY"":267.5,""timestamp"":69524},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":829,""posY"":526.5,""timestamp"":73392}]","1","","",""
"html-button-response","5","2.1.0","80645","P107","3","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","88750","P107","3","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","93344","P107","3","","","","","","","","","","","","","","",""
"emotion-grid","8","null","121257","P107","3","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":791,""posY"":373.5},{""image_name"":""bread.jpg"",""posX"":560.5,""posY"":135},{""image_name"":""croissant.jpg"",""posX"":556.5,""posY"":626.5},{""image_name"":""chocolate_2.jpg"",""posX"":1128.5,""posY"":227.5},{""image_name"":""candy.jpg"",""posX"":645,""posY"":374.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":791,""posY"":373.5,""timestamp"":101102},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":560.5,""posY"":135,""timestamp"":104654},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":556.5,""posY"":626.5,""timestamp"":108490.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":1128.5,""posY"":227.5,""timestamp"":113919},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":645,""posY"":374.5,""timestamp"":117204.00000000001}]","1","","",""
"html-button-response","9","2.1.0","124028","P107","3","","","","","","","","","","","","","2767","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
