"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","55628","P077","9","","","","","","","","","","","","","","",""
"preload","1","2.1.0","57792","P077","9","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","79999","P077","9","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","84274","P077","9","","","","","","","","","","","","","","",""
"emotion-grid","4","null","127309","P077","9","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":647.5,""posY"":358},{""image_name"":""hamburger.jpg"",""posX"":542,""posY"":364},{""image_name"":""french_fries_1.jpg"",""posX"":288,""posY"":645.5},{""image_name"":""ice_cream_1.jpg"",""posX"":253,""posY"":435.5},{""image_name"":""cookie.jpg"",""posX"":486,""posY"":645.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":647.5,""posY"":358,""timestamp"":94812},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":542,""posY"":364,""timestamp"":107143},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":288,""posY"":645.5,""timestamp"":111063},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":253,""posY"":435.5,""timestamp"":114064},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":486,""posY"":645.5,""timestamp"":119634}]","1","","",""
"html-button-response","5","2.1.0","132896","P077","9","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","148784","P077","9","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","150106","P077","9","","","","","","","","","","","","","","",""
"emotion-grid","8","null","172217","P077","9","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":526,""posY"":340.5},{""image_name"":""bread.jpg"",""posX"":298.5,""posY"":356},{""image_name"":""croissant.jpg"",""posX"":327.5,""posY"":494.5},{""image_name"":""chocolate_2.jpg"",""posX"":457.5,""posY"":637.5},{""image_name"":""candy.jpg"",""posX"":611,""posY"":628.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":526,""posY"":340.5,""timestamp"":152855},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":298.5,""posY"":356,""timestamp"":157450.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":327.5,""posY"":494.5,""timestamp"":161128},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":457.5,""posY"":637.5,""timestamp"":164947},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":611,""posY"":628.5,""timestamp"":167591}]","1","","",""
"html-button-response","9","2.1.0","174972","P077","9","","","","","","","","","","","","","2751","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
