"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","placements","move_log","is_final_summary","rt","stimulus","response"
"html-button-response","0","2.1.0","21691","P102","10","","","","","","","","","","","","","","",""
"preload","1","2.1.0","24404","P102","10","true","false","[]","[]","[]","","","","","","","","","",""
"html-button-response","2","2.1.0","26146","P102","10","","","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","46119","P102","10","","","","","","","","","","","","","","",""
"emotion-grid","4","null","99267","P102","10","","","","","","demo","practice","null","-1","[{""image_name"":""sandwich.jpg"",""posX"":1165,""posY"":134},{""image_name"":""hamburger.jpg"",""posX"":229,""posY"":159},{""image_name"":""french_fries_1.jpg"",""posX"":227,""posY"":244.5},{""image_name"":""ice_cream_1.jpg"",""posX"":1043.5,""posY"":142.5},{""image_name"":""cookie.jpg"",""posX"":747.5,""posY"":157}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":215,""posY"":400,""timestamp"":55403},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""sandwich.jpg"",""posX"":1165,""posY"":134,""timestamp"":60983.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""hamburger.jpg"",""posX"":229,""posY"":159,""timestamp"":72507},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":235.5,""posY"":281,""timestamp"":75992},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""posX"":227,""posY"":244.5,""timestamp"":81163},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""ice_cream_1.jpg"",""posX"":1043.5,""posY"":142.5,""timestamp"":90076.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""cookie.jpg"",""posX"":747.5,""posY"":157,""timestamp"":95246}]","1","","",""
"html-button-response","5","2.1.0","102286","P102","10","","","","","","","","","","","","","","",""
"html-button-response","6","2.1.0","111457","P102","10","","","","","","","","","","","","","","",""
"html-button-response","7","2.1.0","113898","P102","10","","","","","","","","","","","","","","",""
"emotion-grid","8","null","143814","P102","10","","","","","","demo","practice","null","-2","[{""image_name"":""toast.jpg"",""posX"":222,""posY"":147},{""image_name"":""bread.jpg"",""posX"":1165,""posY"":133},{""image_name"":""croissant.jpg"",""posX"":1046.5,""posY"":150},{""image_name"":""chocolate_2.jpg"",""posX"":222.5,""posY"":354},{""image_name"":""candy.jpg"",""posX"":235.5,""posY"":647.5}]","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""toast.jpg"",""posX"":222,""posY"":147,""timestamp"":118756},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""bread.jpg"",""posX"":1165,""posY"":133,""timestamp"":124775},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""croissant.jpg"",""posX"":1046.5,""posY"":150,""timestamp"":130294.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""posX"":222.5,""posY"":354,""timestamp"":134379},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""candy.jpg"",""posX"":235.5,""posY"":647.5,""timestamp"":140041}]","1","","",""
"html-button-response","9","2.1.0","145164","P102","10","","","","","","","","","","","","","1348","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","10","2.1.0","150819","P102","10","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","151985","P102","10","","","","","","","","","","","","","1165","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","12","2.1.0","163065","P102","10","","","","","","","","","","","","","","",""
