"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","40212","p025","5","","","","","","","","","","","","",""
"preload","1","2.1.0","40404","p025","5","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","125105","p025","5","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","130540","p025","5","","","","","","","","","","","","",""
"emotion-grid","4","null","177866","p025","5","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":138451},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":145614},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":6,""grid_row"":2,""timestamp"":151925},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":157771.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":167577}]","","",""
"html-button-response","5","2.1.0","181061","p025","5","","","","","","","","","","","3194","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","183986","p025","5","","","","","","","","","","","","",""
"emotion-grid","7","null","206142","p025","5","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":188224.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":190983},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":194152.00000000003},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":196070},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":3,""grid_row"":1,""timestamp"":198672}]","","",""
"html-button-response","8","2.1.0","208129","p025","5","","","","","","","","","","","1986","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","211869","p025","5","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","216378","p025","5","","","","","","","","","","","4509","
            <div style=""font-size:24px; padding:20px;"">
              Block 1 of 3
            </div>
          ","0"
"html-button-response","11","2.1.0","220122","p025","5","","","","","","","","","","","","",""
"emotion-grid","12","null","311968","p025","5","","","","","","p025","main","1","1","[{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""peanut_1.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":223270},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""acorn_1.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":226473},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""flower_1.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":228749},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""tree_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":232377},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cabbage_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":235853},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""blueberry_1.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":239380},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cherry_1.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":242300},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""grass_1.jpg"",""grid_col"":1,""grid_row"":4,""timestamp"":245418},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""apple_1.jpg"",""grid_col"":8,""grid_row"":4,""timestamp"":250246},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cactus_1.jpg"",""grid_col"":3,""grid_row"":3,""timestamp"":252915},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""broccoli_1.jpg"",""grid_col"":5,""grid_row"":4,""timestamp"":257992.00000000003},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""leaf_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":266248},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""broccoli_1.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":276703.00000000006},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""leaf_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":279065},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""grass_1.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":282707},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cactus_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":285954},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cactus_1.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":288120},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cherry_1.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":292065},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""acorn_1.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":292839},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""apple_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":294517},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""apple_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":298259},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""cherry_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":299951},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""flower_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":302455},{""participant"":""p025"",""phase"":""main"",""block"":1,""trial"":1,""image"":""tree_1.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":306148}]","","",""
