"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","8610","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
"preload","1","2.1.0","9155","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","17390","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","36310","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
"emotion-grid","4","null","87615","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":43316},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":49294.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":51514},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":54505},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":3,""grid_row"":1,""timestamp"":57016},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":59274},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":62969},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":6,""grid_row"":2,""timestamp"":65738},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":72768},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":84115}]","","",""
"html-button-response","5","2.1.0","89253","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","1636","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","93191","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
"emotion-grid","7","null","104465","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":96390},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":98249},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":100284},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":9,""grid_row"":3,""timestamp"":102036},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":103578}]","","",""
"html-button-response","8","2.1.0","105919","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","1452","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","116847","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","117907","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","1059","
      <div style=""font-size:24px; padding:20px;"">
        Block 1 of 2
      </div>
    ","0"
"html-button-response","11","2.1.0","122991","plants,animals,emotions","{""plants"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":1,""block2"":0}}","p005","5","","","","","","","","","","","","",""
