"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","340860","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","","",""
"preload","1","2.1.0","343696","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","430821","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","442931","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","","",""
"emotion-grid","4","null","488158","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":461828.00000000006},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":465973},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":6,""grid_row"":2,""timestamp"":475504},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":478989.00000000006},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":484743}]","","",""
"html-button-response","5","2.1.0","489842","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","1683","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","491553","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","","",""
"emotion-grid","7","null","524705","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":497034},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":499277},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":502079},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":2,""grid_row"":2,""timestamp"":504013.00000000006},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":507999},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":3,""grid_row"":2,""timestamp"":521875},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":3,""grid_row"":1,""timestamp"":522859.00000000006}]","","",""
"html-button-response","8","2.1.0","525698","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","992","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","537788","plants,emotions,animals","{""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0},""animals"":{""block1"":0,""block2"":1}}","p012","4","","","","","","","","","","","","",""
