"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","13350","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","","",""
"preload","1","2.1.0","46200","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","48771","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","63270","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","","",""
"emotion-grid","4","null","117659","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":72319},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":81332.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":6,""grid_row"":2,""timestamp"":89128},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":94957.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":105679}]","","",""
"html-button-response","5","2.1.0","119536","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","1875","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","124482","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","","",""
"emotion-grid","7","null","142292","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":128003.00000000001},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":132079},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":135023},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":137617},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":140476}]","","",""
"html-button-response","8","2.1.0","145449","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","3156","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","154516","animals,plants,emotions","{""animals"":{""block1"":1,""block2"":0},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p004","4","","","","","","","","","","","","",""
