"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","5409","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
"preload","1","2.1.0","5514","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","6221","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","7214","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
"emotion-grid","4","null","11269","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":8499},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":8932},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":9717},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":10241},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":2,""grid_row"":5,""timestamp"":10758}]","","",""
"html-button-response","5","2.1.0","11967","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","697","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","12669","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
"emotion-grid","7","null","17389","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":14527.000000000002},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":15938},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":16454},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":17004},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":17579}]","","",""
"html-button-response","8","2.1.0","18039","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","649","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","18639","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","19423","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","783","
      <div style=""font-size:24px; padding:20px;"">
        Block 1 of 2
      </div>
    ","0"
"html-button-response","11","2.1.0","25212","animals,plants,emotions","{""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":1,""block2"":0},""emotions"":{""block1"":0,""block2"":1}}","p014","6","","","","","","","","","","","","",""
