"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","10","2.1.0","106085","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","7428","
      <div style=""font-size:24px; padding:20px;"">
        Block 1 of 2
      </div>
    ","0"
"html-button-response","11","2.1.0","119916","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","12","null","169690","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","1","1","[{""phase"":""main"",""block"":1,""trial"":1,""image"":""disgust_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":123480},{""phase"":""main"",""block"":1,""trial"":1,""image"":""fearful_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":126040},{""phase"":""main"",""block"":1,""trial"":1,""image"":""fearful_1.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":128725},{""phase"":""main"",""block"":1,""trial"":1,""image"":""surprise_1.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":131577},{""phase"":""main"",""block"":1,""trial"":1,""image"":""angry_2.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":134944.00000000003},{""phase"":""main"",""block"":1,""trial"":1,""image"":""happy_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":137656},{""phase"":""main"",""block"":1,""trial"":1,""image"":""sad_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":144327},{""phase"":""main"",""block"":1,""trial"":1,""image"":""angry_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":146470},{""phase"":""main"",""block"":1,""trial"":1,""image"":""happy_2.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":154941},{""phase"":""main"",""block"":1,""trial"":1,""image"":""disgust_2.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":157944.00000000003},{""phase"":""main"",""block"":1,""trial"":1,""image"":""sad_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":162022},{""phase"":""main"",""block"":1,""trial"":1,""image"":""surprise_2.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":164789.00000000003}]","","",""
"html-button-response","13","2.1.0","172331","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","2639","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","14","2.1.0","175091","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","15","null","219477","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","1","2","[{""phase"":""main"",""block"":1,""trial"":2,""image"":""lion_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":179149},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fox_1.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":181917},{""phase"":""main"",""block"":1,""trial"":2,""image"":""wolf_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":184367},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fish_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":186670.00000000003},{""phase"":""main"",""block"":1,""trial"":2,""image"":""pigeon_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":190040},{""phase"":""main"",""block"":1,""trial"":2,""image"":""peacock_1.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":191714},{""phase"":""main"",""block"":1,""trial"":2,""image"":""dolphin_1.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":194967},{""phase"":""main"",""block"":1,""trial"":2,""image"":""ladybug_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":198618},{""phase"":""main"",""block"":1,""trial"":2,""image"":""sheep_1.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":201264},{""phase"":""main"",""block"":1,""trial"":2,""image"":""butterfly_1.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":206358},{""phase"":""main"",""block"":1,""trial"":2,""image"":""squirrel_1.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":214029},{""phase"":""main"",""block"":1,""trial"":2,""image"":""horse_1.jpg"",""grid_col"":5,""grid_row"":4,""timestamp"":216388}]","","",""
"html-button-response","16","2.1.0","221894","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","2415","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","17","2.1.0","226770","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","18","null","265760","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","1","3","[{""phase"":""main"",""block"":1,""trial"":3,""image"":""grass_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":230456.00000000003},{""phase"":""main"",""block"":1,""trial"":3,""image"":""leaf_1.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":232223},{""phase"":""main"",""block"":1,""trial"":3,""image"":""peanut_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":233799},{""phase"":""main"",""block"":1,""trial"":3,""image"":""flower_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":237885},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cabbage_1.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":240195},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cherry_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":243197},{""phase"":""main"",""block"":1,""trial"":3,""image"":""tree_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":245790},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cactus_1.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":249109},{""phase"":""main"",""block"":1,""trial"":3,""image"":""acorn_1.jpg"",""grid_col"":1,""grid_row"":4,""timestamp"":250893},{""phase"":""main"",""block"":1,""trial"":3,""image"":""broccoli_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":253178},{""phase"":""main"",""block"":1,""trial"":3,""image"":""blueberry_1.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":254622},{""phase"":""main"",""block"":1,""trial"":3,""image"":""apple_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":259260}]","","",""
"html-button-response","19","2.1.0","270265","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","4504","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","20","2.1.0","293087","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"html-button-response","21","2.1.0","294714","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","1605","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job!
        </div>
      </div>


    ","0"
"html-button-response","22","2.1.0","295972","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","1256","
      <div style=""font-size:24px; padding:20px;"">
        Block 2 of 2
      </div>
    ","0"
"html-button-response","23","2.1.0","308313","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","24","null","350894","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","2","4","[{""phase"":""main"",""block"":2,""trial"":4,""image"":""fearful_4.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":311791},{""phase"":""main"",""block"":2,""trial"":4,""image"":""sad_3.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":315051},{""phase"":""main"",""block"":2,""trial"":4,""image"":""happy_3.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":317861},{""phase"":""main"",""block"":2,""trial"":4,""image"":""surprise_3.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":320662.00000000006},{""phase"":""main"",""block"":2,""trial"":4,""image"":""angry_4.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":325165},{""phase"":""main"",""block"":2,""trial"":4,""image"":""sad_4.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":327399},{""phase"":""main"",""block"":2,""trial"":4,""image"":""fearful_3.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":333381},{""phase"":""main"",""block"":2,""trial"":4,""image"":""surprise_4.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":335948},{""phase"":""main"",""block"":2,""trial"":4,""image"":""angry_3.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":339142},{""phase"":""main"",""block"":2,""trial"":4,""image"":""disgust_3.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":343602.00000000006},{""phase"":""main"",""block"":2,""trial"":4,""image"":""happy_4.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":346213},{""phase"":""main"",""block"":2,""trial"":4,""image"":""disgust_4.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":348315}]","","",""
"html-button-response","25","2.1.0","353957","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","3061","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","26","2.1.0","355390","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","27","null","389978","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","2","5","[{""phase"":""main"",""block"":2,""trial"":5,""image"":""pigeon_2.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":358729},{""phase"":""main"",""block"":2,""trial"":5,""image"":""butterfly_2.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":360672},{""phase"":""main"",""block"":2,""trial"":5,""image"":""horse_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":362630},{""phase"":""main"",""block"":2,""trial"":5,""image"":""sheep_2.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":363998},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fish_2.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":366817},{""phase"":""main"",""block"":2,""trial"":5,""image"":""peacock_2.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":369193},{""phase"":""main"",""block"":2,""trial"":5,""image"":""dolphin_2.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":375798},{""phase"":""main"",""block"":2,""trial"":5,""image"":""ladybug_2.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":378242},{""phase"":""main"",""block"":2,""trial"":5,""image"":""lion_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":379882},{""phase"":""main"",""block"":2,""trial"":5,""image"":""squirrel_2.jpg"",""grid_col"":5,""grid_row"":4,""timestamp"":382826},{""phase"":""main"",""block"":2,""trial"":5,""image"":""wolf_2.jpg"",""grid_col"":5,""grid_row"":5,""timestamp"":385379},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fox_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":387138.00000000006}]","","",""
"html-button-response","28","2.1.0","391538","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","1559","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","29","2.1.0","394482","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","","",""
"emotion-grid","30","null","421130","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","main","2","6","[{""phase"":""main"",""block"":2,""trial"":6,""image"":""cactus_2.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":397736},{""phase"":""main"",""block"":2,""trial"":6,""image"":""flower_2.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":399271},{""phase"":""main"",""block"":2,""trial"":6,""image"":""grass_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":400713},{""phase"":""main"",""block"":2,""trial"":6,""image"":""tree_2.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":402523},{""phase"":""main"",""block"":2,""trial"":6,""image"":""cabbage_2.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":404800},{""phase"":""main"",""block"":2,""trial"":6,""image"":""leaf_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":406526},{""phase"":""main"",""block"":2,""trial"":6,""image"":""blueberry_2.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":408002},{""phase"":""main"",""block"":2,""trial"":6,""image"":""peanut_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":409468},{""phase"":""main"",""block"":2,""trial"":6,""image"":""acorn_2.jpg"",""grid_col"":8,""grid_row"":4,""timestamp"":410978},{""phase"":""main"",""block"":2,""trial"":6,""image"":""broccoli_2.jpg"",""grid_col"":9,""grid_row"":5,""timestamp"":412404},{""phase"":""main"",""block"":2,""trial"":6,""image"":""broccoli_2.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":414322},{""phase"":""main"",""block"":2,""trial"":6,""image"":""cherry_2.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":415689},{""phase"":""main"",""block"":2,""trial"":6,""image"":""apple_2.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":418434}]","","",""
"html-button-response","31","2.1.0","423749","emotions,animals,plants","{""emotions"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p011","3","","","","","","","","","","","2617","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
