"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","0","2.1.0","111588","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"preload","1","2.1.0","112411","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","true","false","[]","[]","[]","","","","","","","",""
"html-button-response","2","2.1.0","135507","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"html-button-response","3","2.1.0","140077","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"emotion-grid","4","null","185134","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","demo","practice","null","-1","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_1.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":147535},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""pizza_2.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":153214},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_1.jpg"",""grid_col"":4,""grid_row"":2,""timestamp"":159109},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""french_fries_2.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":162578},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-1,""image"":""snowman_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":167597}]","","",""
"html-button-response","5","2.1.0","186988","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","1853","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Let's try one more!
        </div>
      </div>


    ","0"
"html-button-response","6","2.1.0","189584","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"emotion-grid","7","null","208810","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","demo","practice","null","-2","[{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_1.jpg"",""grid_col"":3,""grid_row"":2,""timestamp"":194038},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""ice_cream_2.jpg"",""grid_col"":3,""grid_row"":3,""timestamp"":197875},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_1.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":199735},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""chocolate_2.jpg"",""grid_col"":8,""grid_row"":4,""timestamp"":201827},{""participant"":""demo"",""phase"":""practice"",""block"":null,""trial"":-2,""image"":""cloud.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":204088}]","","",""
"html-button-response","8","2.1.0","209926","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","1116","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Awesome! Now you're ready!
        </div>
      </div>


    ","0"
"html-button-response","9","2.1.0","214916","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","216057","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","1141","
      <div style=""font-size:24px; padding:20px;"">
        Block 1 of 2
      </div>
    ","0"
"html-button-response","11","2.1.0","224459","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"emotion-grid","12","null","274388","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","main","1","1","[{""phase"":""main"",""block"":1,""trial"":1,""image"":""acorn_1.jpg"",""grid_col"":3,""grid_row"":2,""timestamp"":227510},{""phase"":""main"",""block"":1,""trial"":1,""image"":""cherry_1.jpg"",""grid_col"":8,""grid_row"":4,""timestamp"":229428},{""phase"":""main"",""block"":1,""trial"":1,""image"":""apple_1.jpg"",""grid_col"":3,""grid_row"":5,""timestamp"":234640.00000000003},{""phase"":""main"",""block"":1,""trial"":1,""image"":""broccoli_1.jpg"",""grid_col"":4,""grid_row"":5,""timestamp"":237316},{""phase"":""main"",""block"":1,""trial"":1,""image"":""tree_1.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":241370},{""phase"":""main"",""block"":1,""trial"":1,""image"":""leaf_1.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":243929},{""phase"":""main"",""block"":1,""trial"":1,""image"":""flower_1.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":245947},{""phase"":""main"",""block"":1,""trial"":1,""image"":""cactus_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":247781},{""phase"":""main"",""block"":1,""trial"":1,""image"":""peanut_1.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":254235},{""phase"":""main"",""block"":1,""trial"":1,""image"":""grass_1.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":262258},{""phase"":""main"",""block"":1,""trial"":1,""image"":""cabbage_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":265768},{""phase"":""main"",""block"":1,""trial"":1,""image"":""blueberry_1.jpg"",""grid_col"":7,""grid_row"":4,""timestamp"":270495}]","","",""
"html-button-response","13","2.1.0","277948","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","3558","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","14","2.1.0","281416","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"emotion-grid","15","null","331546","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","main","1","2","[{""phase"":""main"",""block"":1,""trial"":2,""image"":""ladybug_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":286331},{""phase"":""main"",""block"":1,""trial"":2,""image"":""sheep_1.jpg"",""grid_col"":5,""grid_row"":5,""timestamp"":288032},{""phase"":""main"",""block"":1,""trial"":2,""image"":""pigeon_1.jpg"",""grid_col"":6,""grid_row"":5,""timestamp"":290616},{""phase"":""main"",""block"":1,""trial"":2,""image"":""squirrel_1.jpg"",""grid_col"":7,""grid_row"":5,""timestamp"":292984},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fox_1.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":294602.00000000006},{""phase"":""main"",""block"":1,""trial"":2,""image"":""butterfly_1.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":296196},{""phase"":""main"",""block"":1,""trial"":2,""image"":""peacock_1.jpg"",""grid_col"":9,""grid_row"":5,""timestamp"":297912.00000000006},{""phase"":""main"",""block"":1,""trial"":2,""image"":""dolphin_1.jpg"",""grid_col"":2,""grid_row"":5,""timestamp"":299915},{""phase"":""main"",""block"":1,""trial"":2,""image"":""wolf_1.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":302158},{""phase"":""main"",""block"":1,""trial"":2,""image"":""lion_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":303724},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fish_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":306444},{""phase"":""main"",""block"":1,""trial"":2,""image"":""horse_1.jpg"",""grid_col"":9,""grid_row"":4,""timestamp"":308569},{""phase"":""main"",""block"":1,""trial"":2,""image"":""sheep_1.jpg"",""grid_col"":4,""grid_row"":2,""timestamp"":315707},{""phase"":""main"",""block"":1,""trial"":2,""image"":""pigeon_1.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":317901},{""phase"":""main"",""block"":1,""trial"":2,""image"":""squirrel_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":319193},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fox_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":319878},{""phase"":""main"",""block"":1,""trial"":2,""image"":""peacock_1.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":320752},{""phase"":""main"",""block"":1,""trial"":2,""image"":""wolf_1.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":321320},{""phase"":""main"",""block"":1,""trial"":2,""image"":""wolf_1.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":323804.00000000006},{""phase"":""main"",""block"":1,""trial"":2,""image"":""horse_1.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":324813},{""phase"":""main"",""block"":1,""trial"":2,""image"":""lion_1.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":326773}]","","",""
"html-button-response","16","2.1.0","334240","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","2689","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","17","2.1.0","347989","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"emotion-grid","18","null","400162","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","main","1","3","[{""phase"":""main"",""block"":1,""trial"":3,""image"":""surprise_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":351038},{""phase"":""main"",""block"":1,""trial"":3,""image"":""angry_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":354690},{""phase"":""main"",""block"":1,""trial"":3,""image"":""disgust_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":357909},{""phase"":""main"",""block"":1,""trial"":3,""image"":""disgust_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":360894},{""phase"":""main"",""block"":1,""trial"":3,""image"":""angry_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":362046},{""phase"":""main"",""block"":1,""trial"":3,""image"":""sad_1.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":363847},{""phase"":""main"",""block"":1,""trial"":3,""image"":""angry_1.jpg"",""grid_col"":3,""grid_row"":5,""timestamp"":369591},{""phase"":""main"",""block"":1,""trial"":3,""image"":""fearful_2.jpg"",""grid_col"":4,""grid_row"":5,""timestamp"":370742},{""phase"":""main"",""block"":1,""trial"":3,""image"":""angry_1.jpg"",""grid_col"":2,""grid_row"":3,""timestamp"":372160},{""phase"":""main"",""block"":1,""trial"":3,""image"":""fearful_2.jpg"",""grid_col"":3,""grid_row"":3,""timestamp"":372977.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""surprise_2.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":374194},{""phase"":""main"",""block"":1,""trial"":3,""image"":""happy_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":377464},{""phase"":""main"",""block"":1,""trial"":3,""image"":""happy_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":380965.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""fearful_1.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":382783},{""phase"":""main"",""block"":1,""trial"":3,""image"":""angry_2.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":386727.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""sad_2.jpg"",""grid_col"":2,""grid_row"":6,""timestamp"":391280.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""surprise_2.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":395175}]","","",""
"html-button-response","19","2.1.0","404037","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","3872","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","20","2.1.0","422388","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
"html-button-response","21","2.1.0","425965","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","3575","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job!
        </div>
      </div>


    ","0"
"html-button-response","22","2.1.0","427057","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","1092","
      <div style=""font-size:24px; padding:20px;"">
        Block 2 of 2
      </div>
    ","0"
"html-button-response","23","2.1.0","439689","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1}}","p008","8","","","","","","","","","","","","",""
